id,word,explanation,difficulty
380,把玩无厌,拿着赏玩，不觉厌倦。,38
386,拔新领异,拔抽出；新新意；领具有；异指独特之处。指创立新意，提出独特的见解。,38
412,败不旋踵,形容很快就遭到失败。旋踵，转动一下脚后跟。,38
416,败材伤锦,比喻用非其人，伤害国家。,38
437,拜恩私室,指感谢有权势的人的推荐提拔。,38
506,百举百捷,做一百件事，成功一百件。指办事万无一失。同百举百全”。,38
115,安堵如故,堵墙壁，居所。故原来的。像原来一样相安无事。,39
122,安富恤贫,恤救济。使富有的人安定，贫穷的人得到救济。,39
268,熬清受淡,指忍受清苦乏味的生活。,39
404,白璧青蝇,白璧洁白的玉，比喻清白的人。青蝇比喻佞人。比喻善恶忠佞。,39
487,百堕俱举,堕荒废；废弃。指一切废置的事都兴办起来。同百废俱兴”。,39
527,白龙鱼服,鱼服穿起鱼的外衣。白龙化为鱼在渊中游。比喻帝王或大官吏隐藏身分，改装出行。,39
657,白衣宰相,指宰相家属中身无名位而仗势擅权的人。,39
720,班马文章,汉代史学家司马迁与班固的并称。泛指可与班固、司马迁相比美的文章。,39
788,抱表寝绳,指坐卧不离准则。意谓坚持德操。,39
913,倍道兼进,倍加倍；道行程。形容加快速度行进。,39
8,阿平绝倒,以之比喻对对方的言论极为佩服。亦用为讥讽言论极为乖谬，常贻笑大方。,40
112,暗度金针,度通渡”，过渡，引申为传授◇用于比喻秘诀。又借指幕后交易。,40
123,安富恤穷,安定富有者，振济贫苦者。指统治者治国安民之道。,40
221,安宅正路,比喻仁义。指以仁居心，以义行事。,40
341,拔毛连茹,比喻互相推荐，用一个人就连带引进许多人。,40
405,白璧三献,楚人和氏得玉璞，两献楚王，两遭刖足。第三次王使治璞，得白玉，琢以为璧，世称和氏璧”。比喻不识良材或怀才不遇。,40
472,百鬼众魅,各种妖魔鬼怪。,40
490,百喙难辞,喙嘴，借指人的嘴。指纵有众多百口也很难解释。,40
565,白日衣绣,衣穿；绣五彩制绣的官服。白天身着华贵官服，使人看见。旧时比喻富贵后还乡，向乡亲们夸耀。,40
699,半筹不纳,筹古代计算工具，引伸为计策；纳缴纳。半条计策也拿不出来。比喻一点办法也没有。,40
233,昂首伸眉,伸扬。抬头扬眉。形容意气昂扬的样子。,41
255,熬枯受淡,指忍受清苦的生活。,41
256,鳌里夺尊,犹言出类拔萃。,41
296,拔本塞原,①比喻背弃根本。②铲除事物发生的根源。多用于坏事。亦作拔本塞源”。,41
331,八街九陌,形容城市的街道纵横，市面繁华。,41
432,白丁俗客,白丁没有功名的平民。泛指粗俗之辈。,41
450,白发青衫,青衫无功名者的服饰。谓年老而功名未就。,41
742,伴食中书,指执政大臣庸懦而不堪任事。,41
886,鲍子知我,指彼此相互了解而情谊深切。,41
914,倍道兼行,倍、兼加倍；道指行程。每天加倍行进，一天走两天的路程。形容加速急行。,41
53,碍难从命,碍妨碍；从听从。由于有所妨碍，难以遵从吩咐，是委婉拒绝对方要求的话。,42
134,按甲寝兵,收拾起铠甲武器。比喻停止军事行动。,42
136,按甲休兵,收拾起铠甲武器。比喻停止军事行动。,42
189,暗室逢灯,比喻在危难或困惑中，忽然遇人援救或指点引导。,42
227,昂昂自若,昂昂气概昂扬，大模大样；自若象平常一样。形容无所顾虑，从容自如。,42
245,昂藏七尺,昂藏登记表雄伟、气度不凡的样子；七尺七尺高的身躯。指轩昂伟岸的男子汉。,42
249,熬肠刮肚,指从事饮食方面尽力节俭。,42
273,敖世轻物,敖，通傲”。鄙弃世俗，看不起别人。也指高傲自大。,42
298,把臂入林,把指挽着；林山林。互挽手臂，表示亲热。旧指相偕归隐。,42
382,霸王风月,比喻用粗暴的态度对待幽雅的事情。,42
45,爱毛反裘,反裘反穿皮衣，指皮毛朝里。古时穿皮毛衣服，毛的一面向外。比喻不重视根本，轻重倒置。,43
129,黯晦消沉,指湮没消失。,43
206,案无留牍,桌案上没有积压的公文。形容办理公务干练、及时。,43
278,遨翔自得,指自由自在的样子。,43
345,八面驶风,形容善于见风使舵，各方面都兜得传。,43
426,拜赐之师,用以讽刺为复仇而又失败的出兵。,43
453,白饭青刍,白饭供客，青草喂马。比喻主人招待周到。,43
461,百废咸举,指一切废置的事都兴办起来。同百废俱兴”。,43
525,百龄眉寿,眉寿长寿。祝人高寿的颂辞。,43
544,百念皆灰,种种念头都已消失成了灰。比喻心灰意冷。,43
4,阿家阿翁,阿名词的前缀。家通姑”，丈夫的母亲。翁丈夫的父亲。指公公婆婆。,44
5,阿娇金屋,阿娇指汉武帝刘彻的姑母（长公主刘娇）的女儿。原指汉武帝刘彻要用金屋接纳阿娇为妇。这里泛指美丽高贵的女子。,44
32,哀毁骨立,哀悲哀；毁损坏身体；骨立形容极瘦，只剩下骨架。旧时形容在父母丧中因过度悲伤而瘦得只剩一把骨头。,44
43,爱礼存羊,由于爱惜古礼，不忍使它废弛，因而保留古礼所需要的祭羊。比喻为维护根本而保留有关仪节。,44
58,蔼然仁者,对人和善的有仁德的人。,44
70,捱三顶五,形容人群拥挤，接连不断。,44
145,暗绿稀红,犹言绿肥红瘦。形容叶盛花稀的暮春景象。,44
277,傲贤慢士,贤有才德的人；士读书人和有才干的人。用傲慢的态度对待有德有才的人。,44
287,熬油费火,指耗费灯油。多指日夜忙碌。,44
299,把臂徐去,互相挽着胳膊慢慢离开。,44
3,阿姑阿翁,阿名词的前缀。姑丈夫的母亲。翁丈夫的父亲。指公公婆婆。,45
54,騣女痴儿,指迷恋于情爱的男女。,45
55,騣女痴男,指迷恋于情爱的男女。,45
81,騣童钝夫,指愚昧笨拙的人。,45
95,按兵束甲,按兵军队停止行进。甲铠甲，泛指武器装备。止兵不前，捆起铠甲。指解除武装，停战言降。,45
116,按堵如故,形容秩序良好，百姓和原来一样安居乐业。,45
284,聱牙诘曲,聱牙不顺口；诘曲曲折。指文章读起来不顺口。,45
326,跋胡痜尾,比喻进退两难。,45
342,拔茅连茹,茅白茅，一种多年生的草；茹植物根部互相牵连的样子。比喻互相推荐，用一个人就连带引进许多人。,45
391,拔宅上升,拔拔起；宅住宅。古代传说修道的人全家同升仙界。,45
22,捱风缉缝,指多方钻营，找门路。,46
44,哀梨蒸食,将哀梨蒸着吃。比喻不识货↓里糊涂地糟堂东西。,46
68,捱三顶四,形容人群拥挤，接连不断。,46
243,盎盂相击,比喻一家人争吵。,46
266,傲睨自若,睨斜视；自若指满不在乎。形容自高自大、藐视一切的样子。,46
282,聱牙戟口,形容文词艰涩，拗口难读。,46
355,跋前痜后,同跋胡痜尾”。比喻进退两难。,46
390,拔宅飞升,拔拔起；宅住宅。古代传说修道的人全家同升仙界。参见拔宅上升”。,46
462,百福具臻,形容各种福运一齐来到。,46
516,白蜡明经,白蜡比喻光秃空白。明经科举制度中科目之一。比喻屡试不中。,46
27,哀告宾服,宾服古指诸侯或边远部落按时朝贡，表示依服、服从◇泛指归顺、服从。指哀求饶恕，愿意服从。,47
59,矮人观场,比喻只知道附和别人，自己没有主见。也比喻见识不广。,47
105,安车蒲轮,让被征请者坐在安车上，并用蒲叶包着车轮，以便行驶时车身更为安稳。表示皇帝对贤能者的优待。,47
137,案剑瞋目,案同按”，握住；瞋瞪眼。握住宝剑，瞪大双眼。,47
244,盎盂相敲,比喻一家人争吵。,47
250,鳌愤龙愁,如鼍愤怒，如龙忧愁。比喻乐曲的情调悲愤。,47
263,傲睨万物,睨斜视。斜着眼看一切事物。形容目空一切，什么都瞧不起。,47
324,八纮同轨,指天下一统。八纮，指八方极远之地。,47
377,把素持斋,把遵守。斋斋戒。指信佛者遵守吃素，坚持戒律。,47
389,八音遏密,遏阻止；密寂静。各种乐器停止演奏，乐声寂静。旧指皇帝死后停乐举哀◇也用以形容国家元首之死。,47
9,哀哀父母,可哀呀可哀，我的父母啊！原指古时在暴政下的人民终年在外服劳役，对父母病痛、老死不能照料而悲哀。,48
21,挨风缉缝,比喻为了达到某种目的而找门路。,48
25,哀感顽艳,顽愚顽。原意是指内容凄切，文辞华丽，使愚笨和聪慧的人同样受感动◇多用来指艳情的小说、戏曲、电影中的感人情节。,48
62,矮人看戏,比喻只知道附和别人，自己没有主见。也比喻见识不广。,48
234,卬首信眉,信，通伸”。昂首伸眉。形容意气昂扬，不随波逐流。,48
254,熬姜呷醋,比喻生活清苦。,48
261,鳌鸣鳖应,比喻声气相通，互相感应。,48
262,傲睨得志,傲睨傲慢地斜眼看。得志愿望实现。形容因实现愿望而看不起一切的神情。,48
286,謷牙诘屈,同诘屈聱牙”。謷，通聱”。诘屈同佶屈”，曲折，引申为不顺畅；謷牙读起来拗口、别扭。形容文字晦涩艰深，难懂难读。,48
332,把酒持螯,手持蟹螯饮酒。古人视为人生一大乐事。,48
33,哀毁瘠立,旧时形容在父母丧中因过度悲伤而瘦得只剩一把骨头。,49
86,矮子观场,比喻只知道附和别人，自己没有主见。也比喻见识不广。,49
302,八窗玲珑,①指四壁窗户轩敞，室内通彻明亮。②比喻通达明澈的修养境界。,49
312,拔丁抽楔,拔出钉子，抽掉楔子。比喻解除困难。,49
388,八音迭奏,八音古代对乐器的统称；迭交互，轮流。八类乐器轮番演奏。表示器乐齐全，演奏场面盛大。,49
479,白虹贯日,白色的长虹穿日而过。古人认为人间有不平凡的事，就会引起这种天象的变化。实际上这不是虹而是晕，是一种大气光学现象。,49
571,百舍重趼,百里一舍，足底老皮上又生出硬皮。形容长途奔走，十分辛劳。亦作百舍重茧”。,49
697,半部论语,旧时对儒学经典之一《论语》的夸赞之辞，掌握半部《论语》，人的能力就会提高，就能治理国家。,49
733,阪上走丸,阪斜坡；丸弹丸。象在斜坡上滚弹丸。比喻形势发展迅速或工作进行顺利。,49
741,伴食宰相,伴食陪着人家一道吃饭。用来讽刺无所作为，不称职的官员。,49
7,阿毗地狱,阿毗梵语的译音，意译为无间”，即痛苦无有间断之意。常用来比喻黑暗的社会和严酷的牢狱。又比喻无法摆脱的极其痛苦的境地。,50
288,奥援有灵,奥援暗中支持的力量；有灵有神通。多指旧时官场的钻营、勾结，暗通关节，很有神通。,50
289,鳌掷鲸呿,比喻文辞气势磅礴，跌宕起伏。同鳌掷鲸吞”。,50
290,鳌掷鲸吞,比喻文辞气势磅礴，跌宕起伏。亦作鳌掷鲸呿”。,50
319,八府巡按,巡按之名，起于明代，非固定职官，临时由朝廷委派监察御史担任，分别巡视各省，考核吏治。八府巡按”常见于戏曲、小说，民间多视为清廉而有权势的大官。,50
333,拔葵啖枣,拔人家的菜蔬，偷吃人家的枣子。比喻小偷小摸。,50
334,拔葵去织,比喻做官的不与人民争利。,50
356,跋前踬后,跋踩；踬被绊倒。本指狼向前进就踩住了自己的颈肉，向后退又会被自己的尾巴绊倒。比喻进退两难。,50
498,白袷蓝衫,旧时士人的服装。亦借指尚未取得功名的士人。,50
499,白帢青衫,旧时士人的服装。亦借指尚未取得功名的士人。同白袷蓝衫”。,50
