id,word,difficulty
10958,解衣推食,23
10971,接踵比肩,10
10986,金碧辉煌,5
10992,金波玉液,36
10996,金钗十二,27
11000,金蝉脱壳,1
11007,锦簇花团,9
11032,金戈铁马,10
11049,金匮石室,40
11072,金浆玉液,37
11077,金尽裘弊,36
11083,襟裾马牛,27
11086,金科玉律,12
11096,今来古往,5
11102,进禄加官,18
11104,进旅退旅,30
11105,金马玉堂,34
11107,尽美尽善,8
11110,金迷纸醉,8
11121,筋疲力尽,1
11150,尽善尽美,7
11162,金声玉振,26
11163,金声掷地,36
11191,进退出处,22
11264,金相玉质,37
11271,锦心绣口,31
11285,锦衣玉食,10
11288,晋用楚材,27
11289,金友玉昆,42
11295,矜愚饰智,39
11303,金章紫绶,18
11310,禁止令行,15
11311,金枝玉叶,10
11320,经邦论道,35
11332,荆钗布裙,12
11343,竞短争长,14
11359,镜花水月,16
11379,荆棘铜驼,33
11387,精进勇猛,18
11391,兢兢业业,5
11398,兢兢战战,10
11400,井臼亲操,38
11407,敬老怜贫,24
11414,经纶满腹,9
11420,经年累月,13
11428,泾清渭浊,48
11431,经丘寻壑,37
11447,精神抖擞,4
11466,惊涛骇浪,5
11471,惊天动地,1
11472,荆天棘地,20
11474,鲸吞蚕食,13
11486,经文纬武,38
11504,惊心怵目,13
11506,惊心吊胆,10
11509,惊心骇目,22
11515,惊心眩目,26
11516,惊心动魄,3
11538,荆榛满目,15
11541,敬终慎始,26
11550,久安长治,7
11564,酒地花天,6
11578,九故十亲,22
11579,柳骨颜筋,39
11592,九合一匡,41
11594,旧恨新仇,7
11595,旧恨新愁,10
11596,酒后茶余,5
11616,救经引足,37
11621,鸠居鹊巢,41
11625,救困扶危,12
11629,九烈三贞,33
11633,九流三教,10
11636,酒绿灯红,7
11671,九死一生,2
11681,酒瓮饭囊,23
11685,鸠形鹄面,29
11686,就虚避实,11
11700,鸠占鹊巢,5
11703,九州四海,14
11711,举案齐眉,4
11729,举鼎拔山,23
11749,屦及剑及,42
11750,拒谏饰非,14
11753,踽踽独行,13
11800,局天蹐地,39
11801,踨天蹐地,41
11822,锯牙钩爪,49
11838,举止言谈,9
11861,卷甲韬戈,38
11893,撧耳挠腮,47
11897,绝后光前,32
11906,绝伦逸群,23
11913,抉目悬门,37
11918,绝少分甘,37
11955,峻宇雕墙,44
11987,开来继往,7
11995,开门揖盗,12
12038,坎止流行,46
12044,慷慨悲歌,12
12047,慷慨激昂,4
12084,可歌可泣,3
12087,刻骨镂心,10
12088,刻骨铭心,4
12095,克己奉公,4
12099,克俭克勤,13
12108,可泣可歌,6
12109,克勤克俭,11
12121,科头跣足,29
12138,肯构肯堂,49
12139,肯堂肯构,49
12154,空谷白驹,47
12157,空谷足音,10
12159,恐后争先,5
12169,孔思周情,37
12190,口呆目瞪,6
12198,口服心服,11
12212,口快心直,5
12242,口燥唇干,24
12246,口诛笔伐,4
12255,苦海茫茫,14
12261,苦口良药,6
12264,哭哭啼啼,3
12271,枯木朽株,24
12299,枯鱼涸辙,30
12300,苦雨凄风,8
12315,跨凤乘鸾,45
12361,狂蜂浪蝶,26
12363,狂风骤雨,16
12364,旷夫怨女,23
12399,匡时济世,10
12409,窥豹一斑,5
12440,困心衡虑,26
12445,阔论高谈,5
12456,拉朽摧枯,16
12484,烂额焦头,7
12489,褴褛筚路,29
12490,烂漫天真,8
12491,烂熳天真,23
12506,兰因絮果,49
12510,兰质蕙心,18
12519,狼奔豕突,5
12520,狼奔鼠窜,28
12523,郎才女貌,5
12531,浪蝶狂蜂,28
12532,浪蝶游蜂,33
12544,浪迹浮踪,25
12546,浪迹萍踪,24
12558,浪蕊浮花,41
12567,狼心狗肺,1
12568,狼心狗行,22
12575,朗月清风,22
12586,老成练达,26
12603,老马识途,9
12606,劳民费财,18
12615,牢骚满腹,7
12625,老鼠过街,5
12654,乐道安贫,15
12663,乐祸幸灾,5
12682,乐天知命,15
12687,乐业安居,4
12696,累牍连篇,16
12699,擂鼓筛锣,24
12710,雷厉风行,3
12716,磊落光明,5
12720,雷鸣瓦釜,22
12736,累月经年,16
12771,厉兵秣马,4
12784,蠡测管窥,20
12786,俐齿伶牙,9
12787,利齿能牙,24
12793,李代桃僵,19
12797,沥胆隳肝,47
12798,沥胆披肝,8
12802,力敌势均,8
12820,离合悲欢,8
12823,骊黄牝牡,31
12825,离魂倩女,44
12826,利己损人,4
12828,力竭声嘶,9
12829,力尽筋疲,5
12844,丽句清词,23
12845,丽句清辞,36
12849,澧兰沅芷,50
12862,离鸾别鹤,34
12868,立命安身,6
12877,理屈词穷,2
12878,力屈计穷,26
12885,离山调虎,5
12893,粝食粗衣,18
12913,利锁名缰,33
12919,犁庭扫穴,48
12927,离析分崩,14
12930,李下瓜田,10
12935,离乡背井,5
12947,沥血披肝,28
12948,沥血披心,32
12954,里应外合,2
12955,利用厚生,33
12963,丽藻春葩,45
12969,理直气壮,2
12981,练达老成,25
13008,连类比物,33
13021,廉明公正,19
13026,连篇累牍,12
13032,怜贫敬老,24
13033,怜贫惜老,24
13034,怜贫恤老,26
13045,连三接二,4
13059,连天烽火,8
13064,怜香惜玉,5
13067,怜新弃旧,21
13078,连枝比翼,30
13084,连枝同气,28
13097,良辰吉日,12
13098,良辰美景,4
13100,两次三番,8
13122,量力度德,29
13126,两两三三,4
13139,良时吉日,14
13157,两袖清风,3
13158,良药苦口,4
13160,两意三心,10
13179,撩蜂剔蝎,47
13186,料峭春寒,19
13204,撩云拨雨,35
13212,烈火干柴,16
13215,烈火真金,10
13218,烈烈轰轰,5
13220,裂石穿云,14
13223,列土分茅,28
13224,裂土分茅,43
13234,鳞次栉比,12
13240,麟凤龟龙,41
13250,麟角凤毛,8
13260,林林总总,8
13274,临深履薄,21
13276,临水登山,15
13298,麟子凤雏,40
13304,零丁孤苦,10
13305,伶仃孤苦,7
13315,玲珑剔透,6
13342,令行禁止,11
13345,伶牙俐齿,5
13351,领异标新,25
13358,柳暗花明,7
13360,六臂三头,10
13373,流芳百世,3
13379,流风余韵,30
13392,流金铄石,17
13395,刘郎前度,29
13399,流离颠沛,9
13402,流离琐尾,45
13413,柳绿花红,1
13414,柳绿桃红,19
13422,柳陌花街,37
13423,柳陌花衢,41
13426,流年似水,4
13437,柳市花街,21
13439,流水高山,9
13440,流水落花,5
13441,流水桃花,15
13443,流水行云,11
13450,六问三推,30
13455,流行坎止,46
13456,柳巷花街,20
13458,溜须拍马,8
13478,六月飞霜,20
13491,龙飞凤舞,1
13498,龙肝凤髓,22
13526,笼鸟池鱼,32
13527,龙攀凤附,36
13532,龙蟠凤翥,36
13534,龙盘虎踞,5
13535,龙蟠虎踞,11
13540,龙去鼎湖,38
13551,龙潭虎窟,13
13552,龙潭虎穴,5
13563,龙跳虎卧,32
13574,龙翔凤翥,29
13585,龙行虎步,9
13611,龙争虎斗,2
13620,镂尘吹影,39
13626,楼阁亭台,15
13627,镂骨铭肌,43
13628,镂骨铭心,17
13630,镂金错彩,38
13633,漏尽钟鸣,38
13638,漏泄春光,33
13642,镂心刻骨,12
13650,露才扬己,37
13653,鹿车共挽,49
13655,露胆披肝,28
13660,陆海潘江,46
13668,陆离斑驳,27
13669,陆离光怪,9
13670,戮力齐心,16
13671,戮力同心,7
13682,路柳墙花,37
13690,露面抛头,12
13701,露宿风餐,11
13703,露尾藏头,18
13724,乱臣贼子,18
13735,鸾歌凤舞,30
13737,鸾孤凤只,38
13740,鸾回凤翥,39
13744,鸾交凤友,37
13746,鸾飘凤泊,27
13747,鸾漂凤泊,18
13756,鸾停鹄峙,44
13757,乱头粗服,31
13759,鸾翔凤翥,32
13763,乱语胡言,5
13766,乱坠天花,7
13773,论长说短,11
13774,论道经邦,35
13776,论短道长,16
13783,论黄数白,31
13784,论黄数黑,36
13785,沦肌浃髓,24
13791,论世知人,18
13798,裸裎袒裼,48
13802,落花流水,1
13820,罗钳吉网,44
13825,裸袖揎拳,42
13826,攞袖揎拳,45
13827,捰袖揎拳,48
13828,捋袖揎拳,50
13829,落雁沉鱼,7
13831,洛阳纸贵,12
13847,履薄临深,24
13848,绿惨红愁,32
13864,绿女红男,11
13872,绿水青山,3
13892,掠地攻城,19
13905,掠影浮光,16
13911,马勃牛溲,27
13923,马耳东风,15
13924,马翻人仰,7
13927,马革裹尸,5
13929,马工枚速,49
13930,枚速马工,49
13932,马迹蛛丝,9
13933,马角乌白,35
13934,马角乌头,35
13936,马龙车水,5
13942,马面牛头,12
13944,马牛襟裾,24
13955,马上墙头,20
13967,马壮人强,17
13969,马足车尘,30
13973,卖刀买犊,23
13975,买椟还珠,1
13977,买犊卖刀,25
13996,卖剑买牛,11
14001,买空卖空,11
14002,卖空买空,12
14006,卖履分香,36
14007,买马招兵,7
14008,买马招军,25
14011,买牛卖剑,15
14014,卖俏行奸,38
14015,卖俏迎奸,39
14032,卖笑追欢,20
14033,买笑追欢,18
14036,麦秀黍离,40
14057,满腹经纶,5
14058,满腹牢骚,5
14060,满腹疑团,14
14062,满谷满坑,24
14064,满坑满谷,24
14069,满面春风,1
14071,满目疮痍,8
14072,满目荆榛,19
14096,瞒天昧地,14
14097,谩天昧地,36
14112,瞒心昧己,20
14114,曼衍鱼龙,49
14116,蛮烟瘴雨,30
14119,满园春色,14
14128,盲风怪雨,34
14135,茫茫苦海,16
14157,茅茨土阶,48
14179,茅庐三顾,12
14182,茅塞顿开,4
14203,昧地瞒天,16
14204,昧地谩天,36
14211,眉飞眼笑,9
14215,昧己瞒心,20
14223,美景良辰,8
14237,梅妻鹤子,32
14242,美人香草,34
14274,闷海愁山,28
14284,门墙桃李,31
14299,梦断魂劳,31
14316,盟山誓海,27
14340,觅迹寻踪,14
14345,迷离惝恍,24
14347,迷离扑朔,6
14358,糜躯碎首,40
14374,迷头认影,50
14419,绵绵瓜瓞,49
14429,面命耳提,14
14433,面目狰狞,6
14451,眠霜卧雪,43
14470,面折廷争,30
14486,妙手丹青,19
14487,妙手回春,3
14490,妙算神机,12
14492,妙舞清歌,21
14515,民安国泰,6
14516,民安物阜,18
14525,民膏民脂,19
14529,民康物阜,19
14535,民生国计,8
14545,民贼独夫,29
14546,民脂民膏,18
14560,命俦啸侣,43
14578,鸣凤朝阳,29
14607,铭肌镂骨,43
14608,命蹇时乖,26
14610,名缰利锁,32
14634,明眸皓齿,13
14639,明枪暗箭,7
14674,铭心刻骨,8
14675,铭心镂骨,21
14690,明月清风,9
14698,明争暗斗,3
14724,莫测高深,3
14731,磨穿铁砚,24
14745,默化潜移,8
14750,摩肩击毂,41
14774,末路穷途,7
14777,秣马厉兵,4
14781,脉脉含情,7
14791,磨拳擦掌,12
14794,模山范水,30
14810,抹月批风,38
14812,莫展一筹,8
14820,默转潜移,24
14857,暮楚朝秦,9
14862,目瞪口呆,4
14871,木雕泥塑,20
14874,目睹耳闻,5
14875,目断魂销,31
14881,暮鼓朝钟,22
14882,暮鼓晨钟,17
14891,木坏山颓,45
14892,目击道存,34
14893,目击耳闻,8
14895,目见耳闻,10
14899,暮景桑榆,30
14903,暮礼晨参,37
14915,暮暮朝朝,4
14922,目染耳濡,16
14931,目食耳视,33
14935,暮四朝三,5
14936,目送手挥,39
14937,幕天席地,18
14952,暮想朝思,8
14956,目眩头昏,10
14957,目眩头晕,7
14958,幕燕鼎鱼,38
14959,幕燕釜鱼,43
14968,暮雨朝云,19
14969,沐雨栉风,9
14971,暮云春树,22
14986,拿粗挟细,49
14990,纳贡称臣,27
14991,纳垢藏污,16
15000,纳士招贤,19
15004,纳新吐故,16
15008,拏云握雾,42
15014,乃文乃武,18
15016,乃武乃文,22
15025,难弟难兄,10
15027,难分难解,10
15028,难分难舍,2
15030,男耕女织,12
15044,难解难分,10
15045,南金东箭,37
15054,难鸣孤掌,7
15068,难舍难分,1
15070,难兄难弟,8
15080,南辕北辙,5
15094,囊萤映雪,12
15099,脑满肠肥,11
15102,挠腮撧耳,47
15111,内柔外刚,26
15113,内视反听,38
15126,能屈能伸,4
15128,能伸能屈,6
15130,能说会道,1
15133,能牙利齿,22
15159,匿迹潜形,23
15160,匿迹销声,7
15169,逆施倒行,8
15172,泥塑木雕,19
15177,匿瑕含垢,41
15180,匿影藏形,21
15187,逆子贼臣,28
15202,拈花惹草,5
15220,年深日久,8
15237,鸟道羊肠,22
15252,尿流屁滚,11
15253,鸟面鹄形,34
15258,袅袅余音,7
15259,袅娜娉婷,24
15264,鸟散鱼溃,39
15269,鸟语花香,1
15277,捏脚捏手,12
15278,蹑脚蹑手,9
15285,捏手捏脚,14
15286,蹑手蹑脚,5
15296,蹑影追风,36
15298,孽子孤臣,40
15333,牛溲马勃,24
15340,牛头马面,9
15353,弄兵潢池,48
15354,弄法舞文,29
15355,弄粉调朱,23
15356,弄斧班门,10
15359,弄鬼弄神,12
15366,浓抹淡妆,21
15370,弄神弄鬼,9
15378,弄月嘲风,44
15379,弄月吟风,15
15391,怒发冲冠,1
15400,怒目横眉,6
15410,奴颜婢膝,6
15412,弩张剑拔,8
15413,暖衣饱食,15
15421,女貌郎才,9
15425,女织男耕,14
15455,怕死贪生,5
15457,怕硬欺软,5
15465,徘徊歧路,13
15468,拍马溜须,9
15469,排难解纷,12
15480,盘根错节,17
15486,潘江陆海,46
15490,攀鳞附翼,40
15492,攀龙附凤,2
15529,旁门左道,7
15543,滂沱大雨,5
15553,炮凤烹龙,41
15554,砲凤烹龙,45
15565,抛头露面,12
15570,配套成龙,19
15574,佩紫怀黄,42
15584,鹏程万里,8
15587,烹狗藏弓,43
15588,捧毂推轮,47
15592,烹龙炮凤,41
15594,烹龙砲凤,45
15603,蓬头垢面,4
15610,捧心西子,35
15621,批风抹月,38
15626,蚍蜉撼树,13
15634,披肝沥胆,4
15635,披肝沥血,26
15636,披肝露胆,29
15639,屁滚尿流,8
15640,批吭捣虚,43
15647,否极泰来,4
15654,披坚执锐,26
15662,披沥肝胆,24
15673,匹马单枪,7
15686,琵琶别抱,19
15701,否往泰来,27
15707,披心沥血,31
15709,披星带月,9
15710,披星戴月,3
15739,翩翩风度,9
15768,胼胝手足,22
15783,飘蓬断梗,28
15786,飘萍断梗,43
15788,飘瓦虚舟,38
15791,飘茵堕溷,50
15814,牝牡骊黄,30
15823,品竹调弦,40
15824,品竹弹丝,28
15825,品竹调丝,29
15848,平分秋色,6
15867,娉婷袅娜,24
15883,萍踪浪迹,26
15896,魄荡魂飞,27
15898,破釜沉舟,3
15899,破釜焚舟,14
15913,破家亡国,13
15919,破镜分钗,40
15927,破浪乘风,5
15935,魄散魂飞,7
15936,魄散魂飘,23
15992,铺眉苫眼,40
15996,仆仆风尘,9
16003,扑朔迷离,5
16016,璞玉浑金,24
16018,铺张扬厉,36
16023,弃本逐末,35
16033,棋布星罗,16
16066,气得志满,23
16085,凄风苦雨,4
16087,起凤腾蛟,26
16110,漆黑一团,9
16114,琪花瑶草,22
16115,奇花异草,13
16127,弃甲丢盔,10
16130,弃甲曳兵,12
16134,气骄志满,32
16137,弃旧怜新,24
16139,弃旧迎新,20
16164,歧路徘徊,15
16178,齐眉举案,8
16180,旗靡辙乱,15
16205,七擒七纵,12
16212,栖丘饮谷,38
16213,齐驱并驾,9
16224,欺人自欺,4
16226,妻荣夫贵,28
16229,欺软怕硬,1
16240,漆身吞炭,41
16241,七生七死,34
16243,欺世盗名,2
16253,欺霜傲雪,21
16255,起死回生,3
16256,七死七生,34
16262,齐天洪福,15
16312,齐心戮力,16
16314,齐心协力,1
16321,泣血枕戈,39
16341,气宇轩昂,12
16348,奇珍异宝,7
16357,气壮胆粗,21
16359,气壮理直,6
16367,七纵七擒,16
16386,千差万别,7
16388,牵肠割肚,18
16389,牵肠挂肚,4
16399,千愁万恨,16
16401,千疮百孔,4
16415,前度刘郎,30
16417,千端万绪,17
16419,千方百计,1
16453,千红万紫,5
16454,前呼后拥,12
16456,千回百折,16
16462,遣将调兵,5
16464,千娇百媚,17
16467,千金弊帚,27
16468,千金敝帚,8
16473,千金一刻,3
16474,千金一壸,40
16475,千金一诺,5
16476,千金一笑,15
16477,千金一掷,6
16486,千钧一发,7
16523,千门万户,1
16533,倩女离魂,44
16537,千奇百怪,8
16539,搴旗斩将,17
16541,千千万万,1
16545,迁乔出谷,38
16548,千秋万代,9
16549,千秋万古,8
16551,千秋万岁,9
16560,迁善改过,18
16564,千山万水,1
16565,堑山堙谷,43
16576,千丝万缕,4
16578,千随百顺,13
16589,千头万绪,7
16601,千辛万苦,1
16603,潜形匿迹,25
16620,千岩万壑,17
16622,千言万语,1
16630,潜移默化,4
16632,潜移默转,21
16651,千载一时,8
16656,浅斟低唱,22
16670,强兵富国,9
16677,抢地呼天,21
16685,墙花路柳,37
16686,强记博闻,15
16691,枪林弹雨,4
16700,强识博闻,14
16702,强食弱肉,8
16706,墙头马上,19
16718,敲冰戛玉,18
16735,敲金击玉,25
16736,敲金戛玉,18
16747,巧取豪夺,12
16769,巧语花言,5
16798,挈领提纲,10
16812,窃玉偷香,17
16820,亲操井臼,38
16827,衾寒枕冷,25
16833,秦镜高悬,43
16835,亲离众叛,9
16837,秦楼楚馆,21
16841,寝皮食肉,22
16869,螓首蛾眉,49
16876,琴心剑胆,31
16898,轻财重义,27
16905,轻车熟路,11
16907,倾城倾国,6
16909,清词丽句,20
16910,清辞丽句,36
16913,青灯黄卷,42
16925,清风高节,27
16928,清风朗月,24
16930,清风两袖,7
16931,清风明月,9
16939,清歌妙舞,19
16943,倾国倾城,4
16956,倾家荡产,1
16976,倾筐倒箧,19
16992,轻描淡写,6
16995,轻诺寡信,18
16996,倾盆大雨,12
17001,青钱万选,29
17005,轻裘肥马,13
17013,青山绿水,2
17014,青衫司马,29
17022,情深一往,6
17027,轻生重义,26
17032,青史垂名,21
17050,青天白日,9
17062,情投意合,2
17068,清渭浊泾,24
17079,青鞋布袜,50
17083,倾心吐胆,20
17109,清源正本,13
17112,青云直上,2
17117,轻重缓急,7
17132,情长纸短,18
17133,穷兵黩武,5
17146,琼浆玉液,12
17154,琼楼玉宇,12
17161,跫然足音,49
17170,穷途末路,3
17176,穷凶极恶,3
17183,穷源溯流,24
17186,琼枝玉树,29
17188,裘弊金尽,36
17218,求全责备,4
17221,秋色平分,8
17226,秋实春华,10
17232,秋水盈盈,28
17233,求田问舍,40
17242,秋月春花,19
17268,趋吉避凶,17
17295,去甚去泰,28
17300,去泰去甚,29
17303,曲突徙薪,12
17318,趋炎附势,12
17322,取义成仁,12
17335,劝百讽一,45
17362,全能全智,19
17370,劝善惩恶,23
17393,全智全能,16
17398,鹊巢鸠居,41
17401,鹊巢鸠占,7
17410,雀角鼠牙,40
17463,燃萁煮豆,17
17476,攘攘熙熙,9
17478,让三让再,18
17479,攘外安内,18
17480,攘往熙来,21
17482,让再让三,14
17483,让枣推梨,32
17489,惹草拈花,9
17490,惹草沾花,7
17491,热肠古道,19
17496,惹祸招灾,10
17519,忍耻含垢,22
17541,人非物是,6
17559,人间天上,17
17562,人杰地灵,8
17572,任劳任怨,1
17577,人面兽心,3
17578,人面桃花,23
17588,忍气吞声,3
17593,人强马壮,16
17600,人情世态,21
17613,仁人志士,11
17617,忍辱含垢,20
17630,人事不省,12
17643,人亡家破,12
17644,人亡物在,17
17656,人心大快,4
17682,人仰马翻,3
17690,认影迷头,50
17695,任怨任劳,3
17696,人怨神怒,15
17697,人怨天怒,18
17716,任重致远,26
17720,人足家给,23
17724,日薄西山,10
17752,日久年深,10
17755,日久天长,1
17762,日丽风和,7
17770,日暮道远,23
17772,日暮途穷,3
17774,日暖风和,3
17791,日新月异,9
17816,日月蹉跎,12
17826,日月参辰,43
17855,荣华富贵,4
17857,融会贯通,4
17875,荣宗耀祖,12
17901,肉跳心惊,7
17903,肉眼凡夫,20
17904,肉眼凡胎,12
17905,肉眼愚眉,31
17920,如痴如醉,5
17921,如痴似醉,11
17926,如椽大笔,15
17942,辱国丧师,19
17960,如饥如渴,6
17966,如胶似漆,1
17973,如渴如饥,10
17974,茹苦含辛,6
17991,茹毛饮血,4
17997,如梦如醉,10
18012,茹柔吐刚,45
18016,入圣超凡,28
18018,入室操戈,39
18020,入室升堂,20
18029,入死出生,5
18048,儒雅风流,19
18058,如鱼似水,15
18065,入主出奴,29
18070,如醉如痴,3
18072,如醉如梦,7
18105,若即若离,7
18106,若离若即,10
18111,弱肉强食,4
18125,撒痴撒娇,14
18128,撒娇撒痴,12
18130,撒泼打滚,21
18131,撒泼放刁,23
18135,飒爽英姿,8
18146,塞翁失马,1
18171,三迭阳关,30
18174,三番两次,7
18180,三分鼎足,17
18181,三坟五典,43
18189,三更半夜,1
18191,三顾草庐,19
18193,三顾茅庐,8
18198,三户亡秦,37
18213,三教九流,7
18222,三令五申,8
18225,散马休牛,27
18229,三沐三熏,42
18230,三沐三薰,46
18236,三平二满,15
18250,三三两两,1
18276,三头六臂,6
18280,三推六问,31
18291,三心两意,6
18292,三衅三浴,48
18297,三熏三沐,42
18298,三薰三沐,46
18306,三余读书,25
18307,三浴三衅,48
18309,三灾八难,25
18313,三贞九烈,32
18320,丧胆亡魂,26
18341,丧师辱国,16
18343,桑枢瓮牖,47
18346,桑田沧海,9
18355,桑榆暮景,29
18383,扫穴犁庭,48
18401,森罗万象,27
18402,森严壁垒,15
18403,僧多粥少,6
18419,杀马毁车,24
18446,筛锣擂鼓,22
18456,山崩海啸,10
18461,山长水远,9
18474,山光水色,22
18476,山河表里,16
18496,山盟海誓,4
18498,山明水秀,2
18509,山穷水尽,1
18524,山颓木坏,45
18527,扇席温枕,38
18530,苫眼铺眉,40
18531,山摇地动,12
18534,山遥水远,13
18536,山肴野蔌,24
18547,扇枕温衾,46
18548,扇枕温席,40
18569,伤风败化,20
18570,伤风败俗,7
18578,伤化败俗,22
18598,上替下陵,41
18616,赏心悦目,2
18622,商彝夏鼎,47
18644,烧琴煮鹤,46
18658,舍本逐末,4
18660,舌敝唇焦,11
18675,舌剑唇枪,6
18695,社鼠城狐,33
18696,舍死忘生,9
18705,蛇心佛口,15
18708,折腰五斗,24
18709,蛇影杯弓,8
18710,射影含沙,9
18712,射鱼指天,38
18738,神差鬼使,11
18741,参辰日月,43
18746,神愁鬼哭,29
18771,神工鬼斧,7
18777,深沟高垒,29
18783,神号鬼哭,11
18784,神嚎鬼哭,10
18785,神号鬼泣,17
18786,参横斗转,36
18804,神机妙算,8
18812,神焦鬼烂,29
18829,蜃楼海市,8
18844,深谋远虑,2
18846,神怒人怨,17
18896,慎始敬终,23
18917,身退功成,12
18963,神怡心旷,5
18982,慎终追远,35
18983,神州赤县,12
19007,剩馥残膏,45
19027,生离死别,2
19029,生灵涂炭,12
19047,绳趋尺步,35
19052,声色狗马,28
19056,生杀予夺,13
19066,绳枢瓮牖,49
19069,剩水残山,28
19073,声嘶力竭,5
19082,升堂入室,18
19083,生吞活剥,11
19096,生张熟魏,43
19201,十二金钗,24
19214,是非颠倒,4
19216,饰非拒谏,18
19221,饰非文过,12
19222,饰非掩过,20
19240,时乖命蹇,26
19244,时乖运蹇,21
19245,时乖运拙,31
19253,誓海盟山,26
19255,十寒一暴,14
19272,石火电光,25
19306,势均力敌,4
19321,时来运转,2
19322,石烂海枯,18
19340,失马塞翁,5
19341,食毛践土,45
19370,石破天惊,10
19378,十亲九故,20
19382,诗情画意,9
19405,誓日指天,27
19407,食肉寝皮,21
19442,石室金匮,40
19476,世态人情,20
19477,世态炎凉,8
19489,豕突狼奔,9
19491,识途老马,8
19506,尸位素餐,12
19552,拾遗补阙,17
19561,时移世异,22
19562,世异时移,20
19573,十雨五风,33
19584,诗云子曰,7
19601,失之交臂,2
19603,饰智矜愚,39
19639,守道安贫,19
19645,守分安常,29
19655,手挥目送,39
19679,守缺抱残,15
19680,守阙抱残,27
19687,收视反听,27
19702,手舞足蹈,1
19706,兽心人面,7
19725,守株待兔,1
19727,手足胼胝,24
19733,数白论黄,30
19742,疏财仗义,16
19744,输财助边,43
19748,鼠窜狼奔,28
19770,鼠肝虫臂,32
19779,数黑论黄,36
19788,书空咄咄,44
19790,黍离麦秀,40
19791,漱流枕石,42
19792,熟路轻车,13
19796,束马悬车,33
19797,舒眉展眼,26
19803,鼠目獐头,15
19813,鼠窃狗盗,21
19814,鼠窃狗偷,21
19836,漱石枕流,43
19864,殊涂同归,29
19865,殊途同归,7
19868,暑往寒来,10
19870,熟魏生张,43
19884,鼠牙雀角,40
19911,双柑斗酒,43
19956,水火不避,28
19963,水尽山穷,5
19991,水色山光,23
19992,水深火热,1
19997,水土不服,9
20004,水性杨花,11
20006,水秀山明,6
20009,水远山长,13
20010,水远山遥,14
20012,水月镜花,16
20035,顺人应天,32
20036,舜日尧年,44
20037,舜日尧天,29
20063,说地谈天,8
20064,说东道西,9
20067,说短论长,9
20089,铄石流金,18
20094,硕学通儒,41
20103,死别生离,6
20140,四海九州,13
20152,死灰槁木,15
20157,司空见惯,5
20164,驷马高车,13
20169,司马青衫,30
20174,四面楚歌,2
20185,似漆如胶,5
20206,似水流年,2
20207,似水如鱼,18
20259,似醉如痴,11
20265,送抱推襟,37
20268,颂德歌功,10
20270,送故迎新,23
20271,耸壑昂霄,24
20277,送旧迎新,7
20280,松茂竹苞,46
20281,送暖偷寒,44
20293,送往迎来,12
20313,素餐尸位,16
20315,粟陈贯朽,42
20317,粟红贯朽,41
20320,溯流穷源,27
20352,随波逐浪,17
20356,随车甘雨,36
20359,随地随时,10
20362,遂非文过,34
20371,碎骨粉身,7
20385,随人俯仰,19
20388,碎身粉骨,10
20397,随时随地,7
20401,碎首糜躯,40
20428,岁月蹉跎,6
20430,岁月峥嵘,5
20436,隋珠和璧,32
20451,损人利己,1
20469,琐尾流离,45
20486,踏破铁鞋,8
20495,太阿倒持,45
20499,泰来否极,8
20500,泰来否往,24
20506,泰然处之,10
20510,泰山鸿毛,22
20527,坦腹东床,21
20575,贪生怕死,1
20578,弹丝品竹,26
20579,忐忐忑忑,18
20580,探汤蹈火,26
20584,谈天说地,6
20592,弹丸脱手,26
20599,袒裼裸裎,48
20628,堂皇富丽,14
20629,堂皇冠冕,10
20630,堂皇正大,23
20640,堂堂一表,9
20641,堂堂正正,4
20650,韬戈卷甲,38
20652,韬光晦迹,21
20657,韬光养晦,3
20662,桃红柳绿,18
20664,桃花流水,15
20665,桃花人面,25
20672,桃僵李代,22
20679,桃李门墙,32
20718,忑忑忐忐,19
20719,腾达飞黄,8
20720,腾蛟起凤,24
20725,腾云驾雾,12
20729,擿伏发奸,42
20730,擿伏发隐,41
20732,提纲挈领,6
20733,提纲振领,27
20737,啼饥号寒,12
20752,梯山航海,44
20765,啼啼哭哭,7
20774,剔透玲珑,8
20777,体物缘情,31
20781,剔蝎撩蜂,47
20782,提心吊胆,1
20785,提要钩玄,44
20787,殢雨尤云,41
20791,天崩地坼,12
20809,天长地久,1
20811,天长日久,2
20812,天成地平,31
20816,添醋加油,14
20836,天翻地覆,1
20856,天花乱坠,3
20857,天荒地老,9
20867,天荆地棘,37
20870,天惊石破,13
20873,天空海阔,8
20884,天罗地网,4
20889,天南地北,2
20890,天南海北,3
20895,天怒人怨,16
20908,天上人间,16
20930,天下独步,17
20937,天下无敌,8
20941,天香国色,11
20946,天涯地角,10
20947,天涯海角,3
20948,天涯咫尺,7
20958,天衣无缝,3
20974,天真烂漫,7
20975,天真烂熳,19
20985,天姿国色,14
21000,调和鼎鼐,46
21006,跳梁小丑,12
21022,调丝品竹,30
21034,调朱弄粉,20
21042,铁板铜琶,31
21045,铁壁铜墙,6
21046,铁壁铜山,36
21055,铁画银钩,43
21056,铁马金戈,14
21067,铁鞋踏破,12
21070,铁砚磨穿,24
21086,亭台楼阁,14
21094,廷争面折,31
21099,通变达权,40
21108,同仇敌忾,5
21120,同德同心,5
21137,同工异曲,6
21146,同归殊涂,30
21147,同归殊途,11
